clean_path,noisy_path,noise_path,snr_db
data\timit_mixed\SI1466_clean.wav,data\timit_mixed\SI1466_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI723_clean.wav,data\timit_mixed\SI723_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SX30_clean.wav,data\timit_mixed\SX30_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SX92_clean.wav,data\timit_mixed\SX92_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI766_clean.wav,data\timit_mixed\SI766_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1562_clean.wav,data\timit_mixed\SI1562_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1965_clean.wav,data\timit_mixed\SI1965_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI738_clean.wav,data\timit_mixed\SI738_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI1239_clean.wav,data\timit_mixed\SI1239_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI609_clean.wav,data\timit_mixed\SI609_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI2177_clean.wav,data\timit_mixed\SI2177_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SX202_clean.wav,data\timit_mixed\SX202_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI682_clean.wav,data\timit_mixed\SI682_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI1932_clean.wav,data\timit_mixed\SI1932_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SX120_clean.wav,data\timit_mixed\SX120_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI1458_clean.wav,data\timit_mixed\SI1458_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1949_clean.wav,data\timit_mixed\SI1949_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SX310_clean.wav,data\timit_mixed\SX310_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SX33_clean.wav,data\timit_mixed\SX33_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1863_clean.wav,data\timit_mixed\SI1863_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SX263_clean.wav,data\timit_mixed\SX263_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI832_clean.wav,data\timit_mixed\SI832_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1467_clean.wav,data\timit_mixed\SI1467_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI509_clean.wav,data\timit_mixed\SI509_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI906_clean.wav,data\timit_mixed\SI906_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI2070_clean.wav,data\timit_mixed\SI2070_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI940_clean.wav,data\timit_mixed\SI940_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI2096_clean.wav,data\timit_mixed\SI2096_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SX452_clean.wav,data\timit_mixed\SX452_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI1389_clean.wav,data\timit_mixed\SI1389_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI2176_clean.wav,data\timit_mixed\SI2176_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SX147_clean.wav,data\timit_mixed\SX147_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI2323_clean.wav,data\timit_mixed\SI2323_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1764_clean.wav,data\timit_mixed\SI1764_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI2224_clean.wav,data\timit_mixed\SI2224_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SX440_clean.wav,data\timit_mixed\SX440_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1697_clean.wav,data\timit_mixed\SI1697_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI815_clean.wav,data\timit_mixed\SI815_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI2198_clean.wav,data\timit_mixed\SI2198_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI2200_clean.wav,data\timit_mixed\SI2200_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1737_clean.wav,data\timit_mixed\SI1737_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI812_clean.wav,data\timit_mixed\SI812_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI1764_clean.wav,data\timit_mixed\SI1764_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI586_clean.wav,data\timit_mixed\SI586_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1111_clean.wav,data\timit_mixed\SI1111_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SX418_clean.wav,data\timit_mixed\SX418_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SX239_clean.wav,data\timit_mixed\SX239_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SX83_clean.wav,data\timit_mixed\SX83_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SX241_clean.wav,data\timit_mixed\SX241_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1712_clean.wav,data\timit_mixed\SI1712_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI2272_clean.wav,data\timit_mixed\SI2272_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1435_clean.wav,data\timit_mixed\SI1435_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI938_clean.wav,data\timit_mixed\SI938_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1077_clean.wav,data\timit_mixed\SI1077_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI605_clean.wav,data\timit_mixed\SI605_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI2220_clean.wav,data\timit_mixed\SI2220_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1005_clean.wav,data\timit_mixed\SI1005_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SX221_clean.wav,data\timit_mixed\SX221_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI1995_clean.wav,data\timit_mixed\SI1995_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1981_clean.wav,data\timit_mixed\SI1981_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1284_clean.wav,data\timit_mixed\SI1284_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SX439_clean.wav,data\timit_mixed\SX439_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SX332_clean.wav,data\timit_mixed\SX332_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI1682_clean.wav,data\timit_mixed\SI1682_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1059_clean.wav,data\timit_mixed\SI1059_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1161_clean.wav,data\timit_mixed\SI1161_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI2069_clean.wav,data\timit_mixed\SI2069_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI1935_clean.wav,data\timit_mixed\SI1935_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1512_clean.wav,data\timit_mixed\SI1512_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SX451_clean.wav,data\timit_mixed\SX451_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI935_clean.wav,data\timit_mixed\SI935_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI1405_clean.wav,data\timit_mixed\SI1405_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SX327_clean.wav,data\timit_mixed\SX327_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1245_clean.wav,data\timit_mixed\SI1245_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SX442_clean.wav,data\timit_mixed\SX442_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SX363_clean.wav,data\timit_mixed\SX363_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SX397_clean.wav,data\timit_mixed\SX397_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1299_clean.wav,data\timit_mixed\SI1299_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI1888_clean.wav,data\timit_mixed\SI1888_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI2291_clean.wav,data\timit_mixed\SI2291_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI1255_clean.wav,data\timit_mixed\SI1255_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1293_clean.wav,data\timit_mixed\SI1293_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1815_clean.wav,data\timit_mixed\SI1815_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI1702_clean.wav,data\timit_mixed\SI1702_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI687_clean.wav,data\timit_mixed\SI687_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI535_clean.wav,data\timit_mixed\SI535_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI1638_clean.wav,data\timit_mixed\SI1638_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI974_clean.wav,data\timit_mixed\SI974_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SX242_clean.wav,data\timit_mixed\SX242_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI2108_clean.wav,data\timit_mixed\SI2108_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1740_clean.wav,data\timit_mixed\SI1740_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI2322_clean.wav,data\timit_mixed\SI2322_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI1368_clean.wav,data\timit_mixed\SI1368_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1968_clean.wav,data\timit_mixed\SI1968_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI888_clean.wav,data\timit_mixed\SI888_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI2032_clean.wav,data\timit_mixed\SI2032_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1929_clean.wav,data\timit_mixed\SI1929_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI1636_clean.wav,data\timit_mixed\SI1636_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI697_clean.wav,data\timit_mixed\SI697_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SX7_clean.wav,data\timit_mixed\SX7_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SX81_clean.wav,data\timit_mixed\SX81_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI942_clean.wav,data\timit_mixed\SI942_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1692_clean.wav,data\timit_mixed\SI1692_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI1708_clean.wav,data\timit_mixed\SI1708_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SX243_clean.wav,data\timit_mixed\SX243_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI980_clean.wav,data\timit_mixed\SI980_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI808_clean.wav,data\timit_mixed\SI808_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI453_clean.wav,data\timit_mixed\SI453_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI651_clean.wav,data\timit_mixed\SI651_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI812_clean.wav,data\timit_mixed\SI812_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI1159_clean.wav,data\timit_mixed\SI1159_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SX117_clean.wav,data\timit_mixed\SX117_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1605_clean.wav,data\timit_mixed\SI1605_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SX430_clean.wav,data\timit_mixed\SX430_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1319_clean.wav,data\timit_mixed\SI1319_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SX168_clean.wav,data\timit_mixed\SX168_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI753_clean.wav,data\timit_mixed\SI753_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI2007_clean.wav,data\timit_mixed\SI2007_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI517_clean.wav,data\timit_mixed\SI517_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1842_clean.wav,data\timit_mixed\SI1842_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1432_clean.wav,data\timit_mixed\SI1432_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SX7_clean.wav,data\timit_mixed\SX7_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SX260_clean.wav,data\timit_mixed\SX260_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI1101_clean.wav,data\timit_mixed\SI1101_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI797_clean.wav,data\timit_mixed\SI797_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1477_clean.wav,data\timit_mixed\SI1477_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1154_clean.wav,data\timit_mixed\SI1154_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1121_clean.wav,data\timit_mixed\SI1121_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI695_clean.wav,data\timit_mixed\SI695_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1879_clean.wav,data\timit_mixed\SI1879_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI489_clean.wav,data\timit_mixed\SI489_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1636_clean.wav,data\timit_mixed\SI1636_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SX425_clean.wav,data\timit_mixed\SX425_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI1060_clean.wav,data\timit_mixed\SI1060_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SX148_clean.wav,data\timit_mixed\SX148_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI2063_clean.wav,data\timit_mixed\SI2063_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1887_clean.wav,data\timit_mixed\SI1887_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI2137_clean.wav,data\timit_mixed\SI2137_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SX202_clean.wav,data\timit_mixed\SX202_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SX226_clean.wav,data\timit_mixed\SX226_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI955_clean.wav,data\timit_mixed\SI955_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI540_clean.wav,data\timit_mixed\SI540_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI2237_clean.wav,data\timit_mixed\SI2237_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1781_clean.wav,data\timit_mixed\SI1781_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1119_clean.wav,data\timit_mixed\SI1119_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI971_clean.wav,data\timit_mixed\SI971_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SX160_clean.wav,data\timit_mixed\SX160_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SX334_clean.wav,data\timit_mixed\SX334_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI735_clean.wav,data\timit_mixed\SI735_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI1615_clean.wav,data\timit_mixed\SI1615_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SX375_clean.wav,data\timit_mixed\SX375_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SX69_clean.wav,data\timit_mixed\SX69_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SX40_clean.wav,data\timit_mixed\SX40_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SX358_clean.wav,data\timit_mixed\SX358_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1404_clean.wav,data\timit_mixed\SI1404_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1945_clean.wav,data\timit_mixed\SI1945_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1034_clean.wav,data\timit_mixed\SI1034_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI1908_clean.wav,data\timit_mixed\SI1908_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SX31_clean.wav,data\timit_mixed\SX31_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI2048_clean.wav,data\timit_mixed\SI2048_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI1796_clean.wav,data\timit_mixed\SI1796_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SX62_clean.wav,data\timit_mixed\SX62_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1762_clean.wav,data\timit_mixed\SI1762_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI2132_clean.wav,data\timit_mixed\SI2132_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI1333_clean.wav,data\timit_mixed\SI1333_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI2147_clean.wav,data\timit_mixed\SI2147_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1471_clean.wav,data\timit_mixed\SI1471_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI1725_clean.wav,data\timit_mixed\SI1725_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI1604_clean.wav,data\timit_mixed\SI1604_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI1927_clean.wav,data\timit_mixed\SI1927_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI760_clean.wav,data\timit_mixed\SI760_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI1652_clean.wav,data\timit_mixed\SI1652_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI1568_clean.wav,data\timit_mixed\SI1568_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI1581_clean.wav,data\timit_mixed\SI1581_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1419_clean.wav,data\timit_mixed\SI1419_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1801_clean.wav,data\timit_mixed\SI1801_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SX335_clean.wav,data\timit_mixed\SX335_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SX431_clean.wav,data\timit_mixed\SX431_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI2236_clean.wav,data\timit_mixed\SI2236_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1554_clean.wav,data\timit_mixed\SI1554_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI2246_clean.wav,data\timit_mixed\SI2246_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI2132_clean.wav,data\timit_mixed\SI2132_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1601_clean.wav,data\timit_mixed\SI1601_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI1056_clean.wav,data\timit_mixed\SI1056_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SX87_clean.wav,data\timit_mixed\SX87_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1707_clean.wav,data\timit_mixed\SI1707_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SX442_clean.wav,data\timit_mixed\SX442_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1097_clean.wav,data\timit_mixed\SI1097_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1344_clean.wav,data\timit_mixed\SI1344_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SX338_clean.wav,data\timit_mixed\SX338_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1822_clean.wav,data\timit_mixed\SI1822_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI877_clean.wav,data\timit_mixed\SI877_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI1879_clean.wav,data\timit_mixed\SI1879_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI990_clean.wav,data\timit_mixed\SI990_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI1246_clean.wav,data\timit_mixed\SI1246_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1281_clean.wav,data\timit_mixed\SI1281_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SX253_clean.wav,data\timit_mixed\SX253_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1156_clean.wav,data\timit_mixed\SI1156_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1258_clean.wav,data\timit_mixed\SI1258_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SX152_clean.wav,data\timit_mixed\SX152_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI806_clean.wav,data\timit_mixed\SI806_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SX447_clean.wav,data\timit_mixed\SX447_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI843_clean.wav,data\timit_mixed\SI843_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI525_clean.wav,data\timit_mixed\SI525_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SX382_clean.wav,data\timit_mixed\SX382_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1259_clean.wav,data\timit_mixed\SI1259_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI2155_clean.wav,data\timit_mixed\SI2155_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI2216_clean.wav,data\timit_mixed\SI2216_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI1872_clean.wav,data\timit_mixed\SI1872_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI1835_clean.wav,data\timit_mixed\SI1835_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI679_clean.wav,data\timit_mixed\SI679_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI501_clean.wav,data\timit_mixed\SI501_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SX89_clean.wav,data\timit_mixed\SX89_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SX64_clean.wav,data\timit_mixed\SX64_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI2264_clean.wav,data\timit_mixed\SI2264_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1797_clean.wav,data\timit_mixed\SI1797_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SX128_clean.wav,data\timit_mixed\SX128_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI937_clean.wav,data\timit_mixed\SI937_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1231_clean.wav,data\timit_mixed\SI1231_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SX285_clean.wav,data\timit_mixed\SX285_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI2335_clean.wav,data\timit_mixed\SI2335_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1035_clean.wav,data\timit_mixed\SI1035_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI789_clean.wav,data\timit_mixed\SI789_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI533_clean.wav,data\timit_mixed\SI533_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI1585_clean.wav,data\timit_mixed\SI1585_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SX398_clean.wav,data\timit_mixed\SX398_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1983_clean.wav,data\timit_mixed\SI1983_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI2334_clean.wav,data\timit_mixed\SI2334_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI1607_clean.wav,data\timit_mixed\SI1607_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI1032_clean.wav,data\timit_mixed\SI1032_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI2226_clean.wav,data\timit_mixed\SI2226_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SX367_clean.wav,data\timit_mixed\SX367_snr10.wav,data\noise\buccaneer1.wav,10.0
